No.,出庫,地金,アイテム,中石,サイズ,品番,上代,下代,脇石,チェーン長,摘要,入力者,入庫日,下代（数値）
209,FALSE,Pt900,リング,オーバル,130,ORB1-1-130,"260,000",3038,0.06ct,,,fujita,2024/06/10,"33,000"
210,FALSE,Pt900,リング,オーバル,130,ORB1-2-130,"260,000",3029,0.17ct,,,坂井,2024/10/08,"31,500"
211,FALSE,Pt900,リング,オーバル,130,ORK1-1-130,"260,000",3032,0.13ct,,,tanaka,2024/02/21,"30,000"
212,FALSE,Pt900,リング,オーバル,140,09A-150-140,"115,000",102689,,,,iwasaki,2023/02/01,"27,000"
213,FALSE,Pt900,リング,オーバル,140,09A-261-140,"120,000",102129,,,,muro,2018/01/23,"33,000"
214,FALSE,Pt900,リング,オーバル,140,09B-18-140,"240,000",102308,0.22ct,,,KOUNO,2018/12/27,"40,000"
215,FALSE,Pt900,リング,オーバル,140,09B-312-140,"280,000",102781,0.39ct,,,YUKARI,不明,"30,000"
216,FALSE,Pt900,リング,オーバル,140,09B-312-140,"360,000",103164,0.40ct,,,tanaka,2023/11/14,"34,500"
217,FALSE,Pt900,リング,オーバル,140,09B-452-140,"300,000",102661,0.33ct,,,SK,2016/12/01,"30,000"
218,FALSE,Pt900,リング,オーバル,140,09C-235-140,"200,000",103177,0.06ct,,,tanaka,2023/07/14,"38,000"
219,FALSE,Pt900,リング,オーバル,140,09E-106-140,"580,000",105244,0.82ct,,,nakayama,2017/03/18,"34,000"
220,FALSE,Pt900,リング,オーバル,140,09E-260-140,"280,000",103865,0.13ct,,,河野,2022/03/09,"29,000"
221,FALSE,Pt900,リング,オーバル,140,09E-396-140,"290,000",103286,0.26ct,,,tanaka,2023/11/14,"29,000"
222,FALSE,Pt900,リング,オーバル,140,09H-261-140,"340,000",103751,0.23ct,,,KOUNO,2021/03/15,"32,000"
223,FALSE,Pt900,リング,オーバル,140,09K-141-140,"380,000",103119,0.48ct,,,河野,2022/03/09,"32,000"
224,FALSE,Pt900,リング,オーバル,140,09K-16-140,"280,000",103108,0.34ct,,,不明,2014/11/21,"52,000"
225,FALSE,Pt900,リング,オーバル,140,09K-179-140,"350,000",102799,0.43ct,,,河野,2022/03/09,"34,000"
226,FALSE,Pt900,リング,オーバル,140,09K-44-140,"180,000",103063,0.10ct,,,不明,2013/11/29,"43,000"
227,FALSE,Pt900,リング,オーバル,140,09K-47-140,"200,000",102876,0.15ct,,,nakajima,2014/07/23,"37,000"
228,FALSE,Pt900,リング,オーバル,140,ORA1-2-140,"145,000",20271,,,,fujita,2023/08/18,"37,000"
229,FALSE,Pt900,リング,オーバル,140,ORA1-3-140,"130,000",20255,,,,tanaka,2023/04/27,"33,400"
230,FALSE,Pt900,リング,オーバル,140,ORA1-6-140,"160,000",3027,,,,tanaka,2024/04/12,"37,000"
231,FALSE,Pt900,リング,オーバル,140,ORB1-1-140,"270,000",3038,0.06ct,,,fujita,2024/06/10,"35,000"
232,FALSE,Pt900,リング,オーバル,140,ORK1-1-140,"270,000",3033,0.12ct,,,tanaka,2024/01/04,"41,000"
233,FALSE,Pt900,リング,オーバル,140,OSD-1253,"880,000",30159,1.21ct,,,muro,2016/02/21,"36,000"
234,FALSE,Pt900,リング,オーバル,140,OSD-768,"1,080,000",30216,2.40ct,,,kida,2017/03/17,"32,000"
235,FALSE,Pt900,リング,オーバル,140,OSD-810,"1,632,000",30217,1.90ct,,,kida,2017/03/17,"33,000"
236,FALSE,Pt900,リング,オーバル,150,09A-150-150,"150,000",102827,,,,fujita,2023/03/08,"34,000"
237,FALSE,Pt900,リング,オーバル,150,09B-20-150,"230,000",102541,0.13ct,,,muro,2016/05/03,"30,000"
238,FALSE,Pt900,リング,オーバル,150,09B-20-150,"230,000",102541,0.13ct,,,shige,2024/09/12,"33,500"
239,FALSE,Pt900,リング,オーバル,150,09K-100-150,"190,000",102489,0.14ct,,,KOUNO,2015/09/30,"49,000"
240,FALSE,Pt900,リング,オーバル,150,09K-16-150,"300,000",103372,0.35ct,,,komaki,2016/05/10,"30,250"
241,FALSE,Pt900,リング,オーバル,150,09S-111-150,"400,000",103477,0.48ct,,,SK,2019/02/05,"31,420"
242,FALSE,Pt900,リング,オーバル,150,ORA1-2-150,"145,000",20278,,,,fujita,2023/08/18,"33,500"
243,FALSE,Pt900,リング,オーバル,150,ORA1-3-150,"135,000",20266,,,,tanaka,2023/04/27,"33,500"
244,FALSE,Pt900,リング,オーバル,150,ORB1-1-150,"230,000",3035,"0,06ct",,,青山,2024/07/04,"17,000"
245,FALSE,Pt900,リング,オーバル,150,ORB1-2-150,"280,000",3032,0.20ct,,,坂井,2024/10/08,"37,500"
246,FALSE,Pt900,リング,オーバル,150,ORK1-1-150,"270,000",3033,0.12ct,,,tanaka,2024/01/04,"22,000"
247,FALSE,Pt900,リング,オーバル,150,SAHA-C-2513,"380,000",3065,0.12ct,,,河野,2022/03/09,"24,060"
248,FALSE,Pt900,リング,オーバル,160,09A-150-160,"130,000",3024,,,,yoshida,2018/06/06,"60,660"
249,FALSE,Pt900,リング,オーバル,160,09A-188-160,"160,000",20311,,,,山室,2022/10/08,"6,960"
250,FALSE,Pt900,リング,オーバル,160,09A-261-160,"160,000",102826,,,,tanaka,2023/11/14,"5,840"
251,FALSE,Pt900,リング,オーバル,160,09A-286-160,"110,000",20182,,,,muro,2018/01/23,"35,920"
252,FALSE,Pt900,リング,オーバル,160,09B-18-160,"260,000",102488,0.25ct,,,sato,2016/04/07,"23,360"
253,FALSE,Pt900,リング,オーバル,160,09B-20-160,"250,000",103978,0.16ct,,,nakayama,2014/06/26,"75,800"
254,FALSE,Pt900,リング,オーバル,160,09B-423-160,"280,000",20433,0.12ct,,,tanaka,2023/11/14,"31,110"
255,FALSE,Pt900,リング,オーバル,160,09B-423-160,"320,000",105825,0.11ct,,,komaki,2019/04/01,"7,260"
256,FALSE,Pt900,リング,オーバル,160,09C-175-160,"290,000",20384,0.23ct,,,山室,2022/10/08,"24,810"
257,FALSE,Pt900,リング,オーバル,160,09C-175-170,"260,000",102911,0.22ct,,,komaki,2017/04/10,"15,730"
258,FALSE,Pt900,リング,オーバル,160,09C-193-160,"240,000",103362,0.09ct,,,tanaka,2023/11/14,"24,160"
259,FALSE,Pt900,リング,オーバル,160,09C-260-160,"290,000",102785,0.32ct,,,河野,2022/03/09,"37,100"
260,FALSE,Pt900,リング,オーバル,160,09E-106-160,"570,000",104794,0.84ct,,,河野,2022/03/09,"62,300"
261,FALSE,Pt900,リング,オーバル,160,09E-106-160,"570,000",108794,0.78ct,,,不明,不明,"6,660"
262,FALSE,Pt900,リング,オーバル,160,09E-260-160,"310,000",104171,0.13ct,,,shige,2024/09/12,"18,410"
263,FALSE,Pt900,リング,オーバル,160,09E-323-160,"280,000",20545,0.11ct,,,yoshida,2022/12/09,"29,210"
264,FALSE,Pt900,リング,オーバル,160,09H-261-160,"380,000",20345,0.30ct,,,nakayama,2017/05/31,"9,220"
265,FALSE,Pt900,リング,オーバル,160,09K-211-160,"430,000",105472,0.47ct,,,河野,2022/03/09,"5,820"
266,FALSE,Pt900,リング,オーバル,160,09K-44-160,"200,000",102708,0.12ct,,,tamai,2017/10/07,"23,670"
267,FALSE,Pt900,リング,オーバル,160,09K-55-160,"240,000",103355,0.22ct,,,suzuki,2017/03/02,"26,090"
268,FALSE,Pt900,リング,オーバル,160,09K-91-160,"260,000",103063,0.20ct,,,furuya,2019/08/04,"28,800"
269,FALSE,Pt900,リング,オーバル,160,09S-111-160,"400,000",104655,0.48ct,,,nakajima,2014/07/23,"7,210"
270,FALSE,Pt900,リング,オーバル,160,ORA1-3-160,"135,000",3026,,,,tanaka,2023/04/27,"29,870"
271,FALSE,Pt900,リング,オーバル,160,ORB1-1-160,"240,000",3035,"0,06ct",,,青山,2024/07/03,"24,830"
272,FALSE,Pt900,リング,オーバル,160,ORB1-2-160,"290,000",3032,0.21ct,,,坂井,2024/10/08,"17,890"
273,FALSE,Pt900,リング,オーバル,160,ORK1-3-160,"350,000",3034,0.22ct,,,shige,2024/05/24,"10,330"
274,FALSE,Pt900,リング,オーバル,170,09B-18-170,"280,000",102607,0.29ct,,,muro,2016/05/05,"26,300"
275,FALSE,Pt900,リング,オーバル,170,09B-20-170,"260,000",103005,0.14ct,,,muro,2016/05/03,"27,740"
276,FALSE,Pt900,リング,オーバル,170,09B-20-170,"260,000",30050,0.14ct,,,河野,2022/03/09,"34,060"
277,FALSE,Pt900,リング,オーバル,170,09C-175-180,"260,000",103227,0.28ct,,,kim,2015/02/01,"75,500"
278,FALSE,Pt900,リング,オーバル,170,09K-16-170,"340,000",103539,0.47ct,,,不明,2014/11/21,"22,450"
279,FALSE,Pt900,リング,オーバル,170,09K-16-170,"340,000",103539,0.47ct,,,河野,2022/03/09,"27,910"
280,FALSE,Pt900,リング,オーバル,170,09K-44-170,"230,000",102958,0.14ct,,,kida,2017/03/17,"84,600"
281,FALSE,Pt900,リング,オーバル,170,09K-91-170,"300,000",103307,0.26ct,,,nakajima,2019/03/15,"35,240"
282,FALSE,Pt900,リング,オーバル,180,09A-286-180,"130,000",102317,,,,muro,2018/01/23,"26,580"
283,FALSE,Pt900,リング,オーバル,180,09A-290-180,"310,000",106523,,,,河野,2022/03/09,"12,560"
284,FALSE,Pt900,リング,オーバル,180,09A-313-180,"169,000",20308,,,,河野,2022/03/09,"30,500"
285,FALSE,Pt900,リング,オーバル,180,09A-322-180,"150,000",103071,,,,komaki,2017/02/14,"23,580"
286,FALSE,Pt900,リング,オーバル,180,09A-324-180,"280,000",105182,,,,tanaka,2023/11/14,"7,060"
287,FALSE,Pt900,リング,オーバル,180,09B-20-180,"270,000",20348,0.16ct,,,nakayama,2017/11/11,"7,660"
288,FALSE,Pt900,リング,オーバル,180,09C-175-190,"350,000",103586,0.29ct,,,nakayama,2017/09/08,"7,250"
289,FALSE,Pt900,リング,オーバル,180,09C-235-180,"200,000",103936,0.09ct,,,YUKARI,2021/03/10,"34,480"
290,FALSE,Pt900,リング,オーバル,180,09E-106-180,"600,000",105345,0.67ct,,,kida,2017/03/17,"30,630"
291,FALSE,Pt900,リング,オーバル,180,09E-260-180,"350,000",105422,0.16CT,,,NAKAYAMA,2015/09/25,"8,000"
292,FALSE,Pt900,リング,オーバル,180,09E-389-180,"240,000",102955,0.07ct,,,tanaka,2023/11/14,"23,960"
293,FALSE,Pt900,リング,オーバル,180,09E-393-180,"220,000",102799,0.10ct,,,nakajima,2020/07/11,"25,270"
294,FALSE,Pt900,リング,オーバル,180,09K-116-180,"400,000",104129,0.37ct,,,tanaka,2023/11/14,"26,400"
295,FALSE,Pt900,リング,オーバル,180,09K-16-180,"350,000",103213,0.43ct,,,suzuki,2017/03/07,"12,330"
296,FALSE,Pt900,リング,オーバル,180,09K-163-180,"350,000",103393,0.35ct,,,muro,2018/08/25,"88,400"
297,FALSE,Pt900,リング,オーバル,180,09K-163-180,"400,000",104758,0.38ct,,,tanaka,2023/11/14,"7,470"
298,FALSE,Pt900,リング,オーバル,180,09K-55-180,"270,000",104234,0.15ct,,,muro,2015/05/29,"22,380"
299,FALSE,Pt900,リング,オーバル,180,09K-78-180,"544,000",3042,0.37ct,,,河野,2022/03/09,"39,450"
300,FALSE,Pt900,リング,オーバル,180,09K-87-180,"390,000",103651,0.40ct,,,muro,2017/05/05,"7,950"
301,,Pt900,リング,オーバル,180,1122222,50000,2022,0.11ct,,,fujita,2025/11/22,
302,FALSE,Pt900,リング,オーバル,180,ORA1-2-180,"165,000",20338,,,,fujita,2023/08/18,"25,380"
303,FALSE,Pt900,リング,オーバル,180,ORB1-1-180,"250,000",3038,"0,06ct",,,青山,2024/07/04,"20,250"
304,FALSE,Pt900,リング,オーバル,180,ORB1-2-180,"300,000",3034,0.22ct,,,yoshida,2024/11/11,"9,010"
305,FALSE,Pt900,リング,オーバル,180,ORK1-2-180,"320,000",3033,0.23ct,,,tanaka,2024/02/21,"9,060"
306,FALSE,Pt900,リング,オーバル,180,SAHA-E-1308-OR180,"2,220,000",30198,2.60ct,,,kida,2017/03/17,"75,300"
307,FALSE,Pt900,リング,オーバル,190,09A-286-190,"140,000",102619,,,,河野,2022/03/09,"9,850"
308,FALSE,Pt900,リング,オーバル,190,09B-18-190,"290,000",20283,0.27ct,,,nakayama,2017/04/26,"22,300"
309,FALSE,Pt900,リング,オーバル,190,09B-20-190,"280,000",103477,0.15ct,,,nakayama,2017/04/26,"19,900"
310,FALSE,Pt900,リング,オーバル,190,09C-175-200,"360,000",103303,0.38ct,,,kim,2018/05/28,"9,800"
311,FALSE,Pt900,リング,オーバル,190,09E-141-200,"220,000",102702,0.13ct,,,hirokawa,2019/06/09,"10,140"
312,FALSE,Pt900,リング,オーバル,190,09K-100-190,"250,000",102962,0.24ct,,,河野,2022/03/09,"17,100"
313,FALSE,Pt900,リング,オーバル,190,09K-16-190,"360,000",20293,0.50ct,,,muro,2016/05/03,"23,800"
314,FALSE,Pt900,リング,オーバル,190,09K-44-190,"260,000",102982,0.20ct,,,sato,2016/04/07,
315,FALSE,Pt900,リング,オーバル,190,09L-38-190,"338,000",404,0.27ct,,,河野,2022/03/09,"22,700"
316,FALSE,Pt900,リング,オーバル,190,09S-111-190,"500,000",104335,0.63ct,,,sato,2016/04/14,"12,000"
317,FALSE,Pt900,リング,オーバル,190,09S-111-190,"550,000",104766,0.64ct,,,tanaka,2023/11/14,"38,800"
318,FALSE,Pt900,リング,オーバル,200,09A-188-200,"130,000",102469,,,,komaki,2017/01/27,"37,700"
319,FALSE,Pt900,リング,オーバル,200,09A-261-200,"240,000",104863,,,,河野,2022/03/09,"32,000"
320,FALSE,Pt900,リング,オーバル,200,09A-322-200,"170,000",103352,,,,shige,2024/09/12,"46,000"
321,FALSE,Pt900,リング,オーバル,200,09A-324-200,"270,000",105247,,,,komaki,2019/04/01,"29,720"
322,FALSE,Pt900,リング,オーバル,200,09B-362-200,"240,000",103988,0.10ct,,,fujita,2023/01/05,"5,400"
323,FALSE,Pt900,リング,オーバル,200,09C-175-210,"330,000",103138,0.32ct,,,muro,2016/04/07,"42,800"
324,FALSE,Pt900,リング,オーバル,200,09C-188-200,"240,000",102681,0.18ct,,,河野,2022/03/09,"10,700"
325,FALSE,Pt900,リング,オーバル,200,09E-161-200,"280,000",103662,0.15ct,,,shige,2018/04/20,"20,680"
326,FALSE,Pt900,リング,オーバル,200,09E-384-200,"280,000",103553,0.26ct,,,kim,2019/09/14,"8,210"
327,FALSE,Pt900,リング,オーバル,200,09E-393-200,"250,000",103887,0.10ct,,,河野,2022/03/14,"33,500"
328,FALSE,Pt900,リング,オーバル,200,09E-426-200,"290,000",103264,0.10ct,,,komaki,2019/02/27,"27,770"
329,FALSE,Pt900,リング,オーバル,200,09H-261-200,"440,000",103984,0.34ct,,,muro,2016/05/03,"24,400"
330,FALSE,Pt900,リング,オーバル,200,09H-263-200,"450,000",104056,0.37ct,,,tanaka,2023/11/14,"30,600"
331,FALSE,Pt900,リング,オーバル,200,09K-91-200,"370,000",104075,0.29ct,,,tanaka,2023/11/14,"77,500"
332,FALSE,Pt900,リング,オーバル,200,ORA1-2-200,"165,000",20232,,,,fujita,2023/08/18,"26,600"
333,FALSE,Pt900,リング,オーバル,200,ORA1-3-200,"170,000",20345,,,,tanaka,2023/04/27,"27,310"
334,FALSE,Pt900,リング,オーバル,200,ORA1-6-200,"180,000",3029,,,,tanaka,2024/04/12,"56,000"
335,FALSE,Pt900,リング,オーバル,200,ORB1-1-200,"260,000",3039,"0,06ct",,,青山,2024/07/04,"27,000"
336,FALSE,Pt900,リング,オーバル,200,ORK1-2-200,"320,000",20335,0.23ct,,,tanaka,2024/02/21,"18,220"
337,FALSE,Pt900,リング,オーバル,210,09B-18-210,"300,000",103033,0.30ct,,,河野,2022/03/14,"27,050"
338,FALSE,Pt900,リング,オーバル,210,09B-20-210,"400,000",103529,0.38ct,,,sato,2016/04/07,"55,100"
339,FALSE,Pt900,リング,オーバル,210,09B-20-210,"400,000",103362,0.41ct,,,tanaka,2023/11/14,"14,090"
340,FALSE,Pt900,リング,オーバル,210,09C-188-210,"260,000",103295,0.20ct,,,yoshida,2020/08/02,"32,230"
341,FALSE,Pt900,リング,オーバル,210,09E-141-220,"240,000",102885,0.15ct,,,SK,2019/02/05,"37,000"
342,FALSE,Pt900,リング,オーバル,210,09K-16-210,"400,000",103547,0.48ct,,,muro,2017/05/05,"92,100"
343,FALSE,Pt900,リング,オーバル,210,09K-16-210,"400,000",103707,0.55ct,,,河野,2022/03/14,"32,440"
344,FALSE,Pt900,リング,オーバル,210,09S-111-210,"550,000",405,0.72ct,,,nakajima,2025/03/23,"9,150"
345,FALSE,Pt900,リング,オーバル,220,09A-188-220,"140,000",102559,,,,hirokawa,2019/04/11,"14,850"
346,FALSE,Pt900,リング,オーバル,220,09A-322-220,"190,000",20372,,,,shige,2017/04/20,"12,650"
347,FALSE,Pt900,リング,オーバル,220,09C-175-230,"380,000",103246,0.32ct,,,muro,2018/08/25,"102,200"
348,FALSE,Pt900,リング,オーバル,220,09C-235-220,"290,000",104906,0.08ct,,,tanaka,2023/07/14,"59,700"
349,FALSE,Pt900,リング,オーバル,220,09C-25-220,"280,000",103201,0.24ct,,,tanaka,2023/11/14,"49,490"
350,FALSE,Pt900,リング,オーバル,220,09E-393-220,"260,000",104034,0.10ct,,,河野,2022/03/14,"67,700"
351,FALSE,Pt900,リング,オーバル,220,09H-261-220,"460,000",104583,0.35ct,,,komaki,2019/05/29,"21,000"
352,FALSE,Pt900,リング,オーバル,220,09H-261-220,"460,000",104758,0.36ct,,,tanaka,2023/11/14,"13,590"
353,FALSE,Pt900,リング,オーバル,220,09K-16-220,"420,000",103652,0.56ct,,,muro,2017/05/05,"11,860"
354,FALSE,Pt900,リング,オーバル,220,ORA1-3-220,"210,000",3037,,,,shige,2024/09/13,"37,600"
355,FALSE,Pt900,リング,オーバル,220,ORB1-1-220,"270,000",404,"0,06ct",,,青山,2024/07/04,"30,270"
356,FALSE,Pt900,リング,オーバル,220,ORK1-2-220,"320,000",20335,0.23ct,,,tanaka,2024/02/21,"30,250"
357,FALSE,Pt900,リング,オーバル,230,09A-188-230,"190,000",20381,,,,山室,2022/10/08,"29,300"
358,FALSE,Pt900,リング,オーバル,230,09B-18-230,"320,000",103183,0.30ct,,,SK,2014/05/23,"172,300"
359,FALSE,Pt900,リング,オーバル,230,09C-175-240,"380,000",20456,0.40ct,,,shige,2018/08/02,"23,970"
360,FALSE,Pt900,リング,オーバル,230,09K-16-230,"440,000",104358,0.57ct,,,shige,2015/05/14,"32,620"
361,FALSE,Pt900,リング,オーバル,240,09A-322-240,"260,000",104783,,,,tanaka,2023/11/14,"13,020"
362,FALSE,Pt900,リング,オーバル,240,09A-324-240,"300,000",106362,,,,河野,2022/03/14,"14,850"
363,FALSE,Pt900,リング,オーバル,240,09A-326-240,"174,000",103134,,,,河野,2022/03/14,"66,500"
364,FALSE,Pt900,リング,オーバル,240,09C-175-250,"390,000",103776,0.55ct,,,hirokawa,2020/11/16,"31,000"
365,FALSE,Pt900,リング,オーバル,240,09K-16-240,"460,000",104024,0.62ct,,,nakayama,2017/06/08,"72,700"
366,FALSE,Pt900,リング,オーバル,240,09K-16-240,"460,000",104681,0.55ct,,,河野,2022/03/14,"103,400"
367,FALSE,Pt900,リング,オーバル,240,09K-55-240,"320,000",104308,0.23ct,,,muro,2017/05/05,"13,680"
368,FALSE,Pt900,リング,オーバル,240,09K-55-240,"350,000",104743,0.25ct,,,tanaka,2023/11/14,"39,500"
369,FALSE,Pt900,リング,オーバル,240,ORA1-2-240,"195,000",20387,,,,fujita,2023/08/18,"68,000"
370,FALSE,Pt900,リング,オーバル,240,ORA1-3-240,"205,000",404,,,,tanaka,2023/04/27,"75,700"
371,FALSE,Pt900,リング,オーバル,240,ORA1-7-240,"230,000",3041,,,,komaki,2024/05/27,"33,140"
372,FALSE,Pt900,リング,オーバル,240,ORB1-1-240,"280,000",3041,"0,06ct",,,青山,2024/07/04,"31,100"
373,FALSE,Pt900,リング,オーバル,250,09A-150-250,"190,000",103579,,,,komaki,2017/01/27,"21,800"
374,FALSE,Pt900,リング,オーバル,250,09A-188-250,"160,000",102866,,,,kim,2018/03/16,"41,430"
375,FALSE,Pt900,リング,オーバル,250,09A-286-250,"240,000",104787,,,,tanaka,2023/11/14,"22,750"
376,FALSE,Pt900,リング,オーバル,250,09B-18-250,"380,000",103717,0.35ct,,,sato,2016/04/07,"14,810"
377,FALSE,Pt900,リング,オーバル,250,09B-20-250,"320,000",103332,0.23ct,,,muro,2016/05/03,"21,950"
378,FALSE,Pt900,リング,オーバル,250,09K-44-250,"320,000",103855,0.25ct,,,tanaka,2023/11/14,"32,000"
379,FALSE,Pt900,リング,オーバル,250,09K-44-250,"330,000",104082,0.28ct,,,muro,2017/06/23,"115,100"
380,FALSE,Pt900,リング,オーバル,250,09R-48-250,"1,814,000",30191,1.88ct,,,kida,2017/03/17,"22,100"
381,FALSE,Pt900,リング,オーバル,260,09A-150-260,"200,000",103994,,,,muro,2016/04/01,"40,630"
382,FALSE,Pt900,リング,オーバル,260,09A-261-260,"300,000",106297,,,,河野,2022/03/14,"24,810"
383,FALSE,Pt900,リング,オーバル,260,09C-175-270,"500,000",104064,0.45ct,,,kim,2018/05/28,"13,530"
384,FALSE,Pt900,リング,オーバル,260,09C-188-260,"300,000",103777,0.19ct,,,河野,2022/03/14,"26,050"
385,FALSE,Pt900,リング,オーバル,260,09K-47-260,"300,000",103804,0.16ct,,,furuya,2019/08/01,"43,870"
386,FALSE,Pt900,リング,オーバル,260,09K-55-260,"350,000",20536,0.30ct,,,muro,2015/05/23,"41,700"
387,FALSE,Pt900,リング,オーバル,260,09S-111-260,"700,000",104885,0.94ct,,,suzuki,2016/07/01,"9,530"
388,FALSE,Pt900,リング,オーバル,260,ORA1-2-260,"195,000",20368,,,,fujita,2023/08/18,"29,890"
389,FALSE,Pt900,リング,オーバル,260,ORA1-7-260,"230,000",20395,,,,komaki,2024/05/27,"37,070"
390,FALSE,Pt900,リング,オーバル,260,ORB1-1-260,"290,000",3035,0.08ct,,,yoshida,2024/11/11,"26,710"
391,FALSE,Pt900,リング,オーバル,270,09B-18-270,"420,000",103907,0.33ct,,,muro,2019/11/24,"27,140"
392,FALSE,Pt900,リング,オーバル,270,09B-20-270,"350,000",104233,0.29ct,,,nakayama,2017/04/26,"21,360"
393,FALSE,Pt900,リング,オーバル,270,09E-141-280,"330,000",105043,0.25ct,,,KOUNO,2015/02/23,"7,120"
394,FALSE,Pt900,リング,オーバル,270,09E-141-280,"330,000",104091,0.24ct,,,shige,2024/09/13,"8,100"
395,FALSE,Pt900,リング,オーバル,270,09K-55-270B,"400,000",105626,0.28ct,,,河野,2022/03/14,"31,110"
396,FALSE,Pt900,リング,オーバル,280,09A-188-280,"200,000",103955,,,,muro,2020/02/15,"27,170"
397,FALSE,Pt900,リング,オーバル,280,09C-175-290,"490,000",104286,0.50ct,,,norita,2018/11/28,"20,040"
398,FALSE,Pt900,リング,オーバル,280,09K-44-280,"350,000",105374,0.27ct,,,nakayama,2014/10/22,"25,180"
399,FALSE,Pt900,リング,オーバル,280,09K-47-280,"310,000",104112,0.20ct,,,KOUNO,2018/02/25,"19,820"
400,FALSE,Pt900,リング,オーバル,280,09K-55-280,"400,000",105501,0.34ct,,,tamai,2015/06/02,"9,590"
401,FALSE,Pt900,リング,オーバル,280,09L-38-280,"538,000",20601,0.75ct,,,muro,2018/01/23,"26,380"
402,FALSE,Pt900,リング,オーバル,280,09L-86-280,"980,000",30139,1.23ct,,,不明,2012/11/12,"61,500"
403,FALSE,Pt900,リング,オーバル,280,ORA1-2-280,"200,000",20383,,,,fujita,2023/08/18,"27,250"
404,FALSE,Pt900,リング,オーバル,280,ORA1-7-280,"240,000",3034,,,,komaki,2024/05/27,"30,000"
405,FALSE,Pt900,リング,オーバル,290,09A-X150-290-310,"210,000",20142,,,,shige,2019/12/05,"39,500"
406,FALSE,Pt900,リング,オーバル,290,09B-18-290,"420,000",104025,0.35ct,,,KOUNO,2018/11/02,"34,900"
407,FALSE,Pt900,リング,オーバル,290,09B-20-290,"440,000",104483,0.41ct,,,nakayama,2017/04/26,"11,360"
408,FALSE,Pt900,リング,オーバル,290,09C-175-300,"500,000",104225,0.55ct,,,komaki,2017/04/10,"26,000"
409,FALSE,Pt900,リング,オーバル,290,09E-141-300,"370,000",104125,0.30ct,,,shige,2019/05/20,"10,740"
410,FALSE,Pt900,リング,オーバル,290,09H-150-290,"1,200,000",30163,1.878ct,,,不明,2009/06/02,"36,160"
411,FALSE,Pt900,リング,オーバル,290,09S-111-290,"780,000",30127,1.31ct,,,不明,2012/11/12,"39,360"
412,FALSE,Pt900,リング,オーバル,300,09A-317-300,"240,000",104465,,,,nakayama,2017/05/31,"33,500"
413,FALSE,Pt900,リング,オーバル,300,09A-325-300,"230,000",104922,,,,muro,2016/02/21,"28,700"
414,FALSE,Pt900,リング,オーバル,300,09C-175-310,"530,000",104531,0.61ct,,,muro,2017/05/05,"14,640"
415,FALSE,Pt900,リング,オーバル,300,09E-384-300,"450,000",105938,0.55ct,,,YUKARI,2021/03/09,"36,000"
416,FALSE,Pt900,リング,オーバル,300,09K-55-300,"420,000",106039,0.38ct,,,muro,2015/05/26,"60,070"
417,FALSE,Pt900,リング,オーバル,300,ORA1-2-300,"200,000",20381,,,,fujita,2023/08/18,"24,180"
418,FALSE,Pt900,リング,オーバル,300,ORA1-7-300,"270,000",3048,,,,komaki,2024/05/27,"29,460"
419,FALSE,Pt900,リング,オーバル,310,09A-188-310,"210,000",104051,,,,shige,2017/04/20,"47,500"
420,FALSE,Pt900,リング,オーバル,310,09B-18-310,"410,000",20429,0.34ct,,,nakayama,2017/04/26,"25,080"
421,FALSE,Pt900,リング,オーバル,310,09K-44-310,"380,000",105139,0.33ct,,,kida,2017/03/17,"50,700"
422,FALSE,Pt900,リング,オーバル,310,09S-111-310,"950,000",20638,1.56ct,,,不明,不明,"26,420"
423,FALSE,Pt900,リング,オーバル,320,09C-175-330,"700,000",105144,0.84ct,,,muro,2017/05/05,"81,100"
424,FALSE,Pt900,リング,オーバル,320,09E-141-330,"480,000",3051,0.45ct,,,SK,2019/01/18,"22,100"
425,FALSE,Pt900,リング,オーバル,320,09E-384-320,"550,000",105298,0.59ct,,,komaki,2016/11/28,"91,600"
426,FALSE,Pt900,リング,オーバル,320,ORA1-7-320,"300,000",3055,,,,komaki,2024/05/27,"36,500"
427,FALSE,Pt900,リング,オーバル,330,09A-150-330,"260,000",104904,,,,shige,2017/04/20,"31,560"
428,FALSE,Pt900,リング,オーバル,330,09S-111-330,"1,000,000",106034,1.52ct,,,sato,2016/04/14,"26,400"
429,FALSE,Pt900,リング,オーバル,340,09A-188-340,"240,000",104942,,,,kim,2017/07/24,"37,900"
430,FALSE,Pt900,リング,オーバル,340,09C-175-350,"700,000",106002,0.73ct,,,muro,2017/05/05,"12,630"
431,FALSE,Pt900,リング,オーバル,340,09E-384-340,"580,000",105696,0.63ct,,,nakayama,2017/05/31,"8,420"
432,FALSE,Pt900,リング,オーバル,340,09S-111-340,"1,100,000",30151,1.60ct,,,不明,2013/03/11,"5,950"
433,FALSE,Pt900,リング,オーバル,340,ORA1-7-340,"320,000",20565,,,,komaki,2024/05/27,"21,550"
434,FALSE,Pt900,リング,オーバル,360,09R-60-360,"950,000",30167,1.56ct,,,muro,2016/05/10,"6,420"
435,FALSE,Pt900,リング,オーバル,360,ORA1-7-360,"340,000",3062,,,,komaki,2024/05/27,"5,330"
436,FALSE,Pt900,リング,オーバル,390,09A-106-390,"320,000",3039,,,,muro,2018/01/23,"7,010"
