削除日時,拠点,No.,出庫,地金,アイテム,中石,サイズ,品番,上代,下代,脇石,チェーン長,備考,入力者,入庫日,下代(数値)
2025-08-19 14:54:34,横浜,2,FALSE,Pt900,バチカン,バチカン,M,R-dB005-30,"200,000",5012,0.2ct,,,fujita111,2025/06/23,"1,200,000"
